orderId,traderId,tradeType,orderType,price,quantity,countryCode,timestamp
SELL-1763965655397-003692,TRADER-0192,CRYPTO,SELL,360.57,38,FR,2025-01-17 00:13:48
SELL-1763965655398-004296,TRADER-0296,FOREX,SELL,4.98,785,DE,2025-01-17 07:31:04
SELL-1763965655392-000950,TRADER-0450,EQUITY,SELL,230.56,332,DE,2025-01-15 15:05:29
SELL-1763965655398-004383,TRADER-0383,EQUITY,SELL,431.01,190,JP,2025-01-17 08:23:31
SELL-1763965655398-004452,TRADER-0452,FOREX,SELL,2.69,118,IN,2025-01-17 09:34:42
SELL-1763965655392-001110,TRADER-0110,FOREX,SELL,4.62,552,FR,2025-01-15 17:27:06
SELL-1763965655392-001170,TRADER-0170,EQUITY,SELL,282.36,168,DE,2025-01-15 18:08:47
SELL-1763965655392-001387,TRADER-0387,CRYPTO,SELL,1813.15,22,JP,2025-01-15 20:43:43
SELL-1763965655394-002086,TRADER-0086,CRYPTO,SELL,634.94,18,US,2025-01-16 04:54:00
SELL-1763965655398-004272,TRADER-0272,EQUITY,SELL,205.15,172,SG,2025-01-17 07:15:44
SELL-1763965655394-002360,TRADER-0360,EQUITY,SELL,339.18,288,UK,2025-01-16 08:48:18
SELL-1763965655396-003491,TRADER-0491,FOREX,SELL,7.25,741,UK,2025-01-16 21:40:17
SELL-1763965655396-003300,TRADER-0300,CRYPTO,SELL,2361.18,15,SG,2025-01-16 19:18:49
SELL-1763965655392-001361,TRADER-0361,FOREX,SELL,7.25,602,IN,2025-01-15 20:46:49
SELL-1763965655392-001184,TRADER-0184,FOREX,SELL,7.98,659,DE,2025-01-15 18:11:47
SELL-1763965655396-003348,TRADER-0348,CRYPTO,SELL,1357.26,29,FR,2025-01-16 20:20:28
SELL-1763965655397-003532,TRADER-0032,CRYPTO,SELL,410.14,99,DE,2025-01-16 22:52:31
SELL-1763965655398-004248,TRADER-0248,EQUITY,SELL,95.53,476,US,2025-01-17 06:51:51
SELL-1763965655398-004185,TRADER-0185,FOREX,SELL,3.83,77,SG,2025-01-17 06:33:41
SELL-1763965655395-002964,TRADER-0464,CRYPTO,SELL,3146.22,14,IN,2025-01-16 15:39:47
SELL-1763965655390-000001,TRADER-0001,CRYPTO,SELL,2000.00,42,SG,2025-01-15 04:20:48
SELL-1763965655398-004267,TRADER-0267,CRYPTO,SELL,1045.59,32,JP,2025-01-17 06:48:37
SELL-1763965655394-002305,TRADER-0305,EQUITY,SELL,126.83,284,UK,2025-01-16 07:14:01
SELL-1763965655394-001956,TRADER-0456,EQUITY,SELL,172.96,374,FR,2025-01-16 03:04:42
SELL-1763965655396-003333,TRADER-0333,EQUITY,SELL,329.68,79,UK,2025-01-16 20:08:05
SELL-1763965655395-002488,TRADER-0488,CRYPTO,SELL,3745.04,9,SG,2025-01-16 09:58:38
SELL-1763965655397-003602,TRADER-0102,EQUITY,SELL,322.91,228,UK,2025-01-16 23:31:48
SELL-1763965655398-004241,TRADER-0241,CRYPTO,SELL,134.51,212,US,2025-01-17 07:20:28
SELL-1763965655391-000793,TRADER-0293,CRYPTO,SELL,4041.08,5,US,2025-01-15 13:11:53
SELL-1763965655394-001992,TRADER-0492,FOREX,SELL,7.31,65,IN,2025-01-16 03:48:21
SELL-1763965655394-001960,TRADER-0460,FOREX,SELL,2.43,48,IN,2025-01-16 03:50:22
SELL-1763965655398-004425,TRADER-0425,FOREX,SELL,7.27,636,DE,2025-01-17 09:16:48
SELL-1763965655392-001271,TRADER-0271,FOREX,SELL,5.92,713,JP,2025-01-15 19:03:36
SELL-1763965655397-003875,TRADER-0375,FOREX,SELL,7.00,508,FR,2025-01-17 02:54:37
SELL-1763965655392-001174,TRADER-0174,CRYPTO,SELL,4839.36,10,UK,2025-01-15 17:53:42
SELL-1763965655393-001488,TRADER-0488,FOREX,SELL,9.46,478,UK,2025-01-15 22:01:17
SELL-1763965655392-001028,TRADER-0028,FOREX,SELL,6.44,986,IN,2025-01-15 16:25:24
SELL-1763965655390-000106,TRADER-0106,CRYPTO,SELL,2000.00,97,US,2025-01-15 05:24:28
SELL-1763965655390-000089,TRADER-0089,FOREX,SELL,2.00,70,UK,2025-01-15 05:02:46
SELL-1763965655391-000800,TRADER-0300,EQUITY,SELL,115.23,618,FR,2025-01-15 13:41:31
SELL-1763965655394-001951,TRADER-0451,CRYPTO,SELL,2901.40,8,UK,2025-01-16 02:58:23
SELL-1763965655396-003246,TRADER-0246,CRYPTO,SELL,3476.40,3,IN,2025-01-16 18:38:02
SELL-1763965655398-004274,TRADER-0274,FOREX,SELL,7.80,794,US,2025-01-17 07:03:33
SELL-1763965655397-003938,TRADER-0438,FOREX,SELL,7.16,341,UK,2025-01-17 03:12:59
SELL-1763965655398-004067,TRADER-0067,CRYPTO,SELL,4979.33,8,UK,2025-01-17 04:43:48
SELL-1763965655397-003951,TRADER-0451,EQUITY,SELL,142.27,669,FR,2025-01-17 03:08:50
SELL-1763965655393-001644,TRADER-0144,FOREX,SELL,3.24,1,FR,2025-01-15 23:20:27
SELL-1763965655393-001923,TRADER-0423,CRYPTO,SELL,3650.94,8,US,2025-01-16 03:32:28
SELL-1763965655394-002414,TRADER-0414,EQUITY,SELL,215.06,402,FR,2025-01-16 08:50:27
SELL-1763965655397-003633,TRADER-0133,CRYPTO,SELL,3381.94,12,US,2025-01-17 00:01:39
SELL-1763965655398-004227,TRADER-0227,CRYPTO,SELL,3947.49,1,UK,2025-01-17 06:34:57
SELL-1763965655399-004796,TRADER-0296,CRYPTO,SELL,1518.42,24,US,2025-01-17 14:01:50
SELL-1763965655394-002270,TRADER-0270,FOREX,SELL,3.89,312,SG,2025-01-16 06:48:15
SELL-1763965655398-004484,TRADER-0484,EQUITY,SELL,395.81,164,SG,2025-01-17 09:57:29
SELL-1763965655399-004790,TRADER-0290,FOREX,SELL,2.22,146,IN,2025-01-17 13:25:43
SELL-1763965655395-002554,TRADER-0054,EQUITY,SELL,94.74,563,IN,2025-01-16 10:19:11
SELL-1763965655395-002564,TRADER-0064,CRYPTO,SELL,3795.59,12,SG,2025-01-16 10:25:15
SELL-1763965655396-003271,TRADER-0271,EQUITY,SELL,460.36,137,US,2025-01-16 19:06:40
SELL-1763965655399-004533,TRADER-0033,FOREX,SELL,5.74,657,IN,2025-01-17 10:53:44
SELL-1763965655395-002651,TRADER-0151,EQUITY,SELL,220.57,305,US,2025-01-16 11:40:06
SELL-1763965655393-001902,TRADER-0402,CRYPTO,SELL,2225.71,12,DE,2025-01-16 02:28:19
SELL-1763965655397-003623,TRADER-0123,CRYPTO,SELL,3668.13,3,US,2025-01-16 23:35:26
SELL-1763965655399-004811,TRADER-0311,FOREX,SELL,4.39,561,SG,2025-01-17 13:25:04
SELL-1763965655399-004922,TRADER-0422,EQUITY,SELL,439.58,135,SG,2025-01-17 14:49:32
SELL-1763965655394-001954,TRADER-0454,FOREX,SELL,8.69,324,DE,2025-01-16 03:45:36
SELL-1763965655397-003578,TRADER-0078,FOREX,SELL,9.35,797,SG,2025-01-16 22:46:10
SELL-1763965655397-003575,TRADER-0075,CRYPTO,SELL,1739.82,5,SG,2025-01-16 22:42:25
SELL-1763965655395-002930,TRADER-0430,EQUITY,SELL,76.83,532,JP,2025-01-16 14:40:23
SELL-1763965655398-004374,TRADER-0374,FOREX,SELL,3.21,403,US,2025-01-17 08:18:23
SELL-1763965655393-001751,TRADER-0251,CRYPTO,SELL,134.81,184,IN,2025-01-16 01:01:44
SELL-1763965655390-000151,TRADER-0151,EQUITY,SELL,250.00,16,FR,2025-01-15 05:49:44
SELL-1763965655392-001082,TRADER-0082,EQUITY,SELL,353.56,216,SG,2025-01-15 17:24:19
SELL-1763965655395-002928,TRADER-0428,CRYPTO,SELL,375.85,31,SG,2025-01-16 14:54:10
SELL-1763965655390-000160,TRADER-0160,CRYPTO,SELL,1500.00,42,IN,2025-01-15 05:46:19
SELL-1763965655397-003886,TRADER-0386,CRYPTO,SELL,4825.94,9,IN,2025-01-17 02:14:13
SELL-1763965655390-000086,TRADER-0086,CRYPTO,SELL,1500.00,31,US,2025-01-15 04:42:58
SELL-1763965655398-004273,TRADER-0273,CRYPTO,SELL,2814.43,6,UK,2025-01-17 07:42:01
SELL-1763965655397-003840,TRADER-0340,FOREX,SELL,3.59,281,SG,2025-01-17 02:11:42
SELL-1763965655392-001305,TRADER-0305,FOREX,SELL,2.38,174,SG,2025-01-15 19:55:17
SELL-1763965655396-003259,TRADER-0259,EQUITY,SELL,203.75,26,SG,2025-01-16 19:21:25
SELL-1763965655395-002647,TRADER-0147,EQUITY,SELL,115.39,289,IN,2025-01-16 11:22:33
SELL-1763965655390-000045,TRADER-0045,FOREX,SELL,1.50,103,US,2025-01-15 04:51:20
SELL-1763965655397-003878,TRADER-0378,CRYPTO,SELL,4506.74,6,FR,2025-01-17 02:13:31
SELL-1763965655394-001991,TRADER-0491,FOREX,SELL,2.76,530,SG,2025-01-16 03:30:28
SELL-1763965655395-002927,TRADER-0427,EQUITY,SELL,352.82,202,DE,2025-01-16 15:06:34
SELL-1763965655396-003249,TRADER-0249,EQUITY,SELL,90.56,432,IN,2025-01-16 18:35:46
SELL-1763965655392-001289,TRADER-0289,FOREX,SELL,8.38,547,DE,2025-01-15 19:26:33
SELL-1763965655395-002676,TRADER-0176,FOREX,SELL,3.33,912,UK,2025-01-16 12:11:57
SELL-1763965655392-001183,TRADER-0183,CRYPTO,SELL,281.20,96,DE,2025-01-15 17:43:12
SELL-1763965655397-003560,TRADER-0060,EQUITY,SELL,190.62,494,IN,2025-01-16 22:29:54
SELL-1763965655396-003330,TRADER-0330,FOREX,SELL,6.43,51,US,2025-01-16 19:36:33
SELL-1763965655396-003186,TRADER-0186,EQUITY,SELL,163.24,313,FR,2025-01-16 18:32:03
SELL-1763965655394-002363,TRADER-0363,EQUITY,SELL,480.22,91,DE,2025-01-16 07:57:29
SELL-1763965655393-001680,TRADER-0180,EQUITY,SELL,317.07,12,FR,2025-01-15 23:49:05
SELL-1763965655396-003240,TRADER-0240,FOREX,SELL,5.52,572,US,2025-01-16 18:48:18
SELL-1763965655398-004276,TRADER-0276,EQUITY,SELL,142.28,373,IN,2025-01-17 07:47:37
SELL-1763965655394-001989,TRADER-0489,EQUITY,SELL,239.59,257,FR,2025-01-16 04:21:23
SELL-1763965655399-004872,TRADER-0372,EQUITY,SELL,264.36,77,JP,2025-01-17 14:43:23
SELL-1763965655392-001002,TRADER-0002,EQUITY,SELL,99.48,41,JP,2025-01-15 16:23:19
SELL-1763965655392-001047,TRADER-0047,FOREX,SELL,7.07,730,FR,2025-01-15 16:21:47
SELL-1763965655391-000756,TRADER-0256,FOREX,SELL,9.96,230,SG,2025-01-15 13:30:54
SELL-1763965655391-000752,TRADER-0252,CRYPTO,SELL,1810.89,7,DE,2025-01-15 13:05:15
SELL-1763965655395-002699,TRADER-0199,FOREX,SELL,8.48,326,UK,2025-01-16 11:55:35
SELL-1763965655393-001764,TRADER-0264,EQUITY,SELL,255.81,81,FR,2025-01-16 00:45:31
SELL-1763965655397-003963,TRADER-0463,EQUITY,SELL,491.08,179,SG,2025-01-17 03:05:00
SELL-1763965655390-000019,TRADER-0019,FOREX,SELL,2.00,18,FR,2025-01-15 04:31:49
SELL-1763965655395-002708,TRADER-0208,EQUITY,SELL,254.02,261,DE,2025-01-16 11:59:51
SELL-1763965655397-003651,TRADER-0151,EQUITY,SELL,264.61,160,SG,2025-01-16 23:58:30
SELL-1763965655399-004625,TRADER-0125,EQUITY,SELL,183.03,189,DE,2025-01-17 11:35:30
SELL-1763965655392-001149,TRADER-0149,EQUITY,SELL,383.09,255,DE,2025-01-15 17:33:22
SELL-1763965655394-002428,TRADER-0428,CRYPTO,SELL,3542.59,3,DE,2025-01-16 08:41:16
SELL-1763965655398-004399,TRADER-0399,CRYPTO,SELL,3646.85,9,US,2025-01-17 08:54:00
SELL-1763965655398-004268,TRADER-0268,FOREX,SELL,9.38,299,IN,2025-01-17 06:49:25
SELL-1763965655399-004779,TRADER-0279,CRYPTO,SELL,4094.27,3,SG,2025-01-17 13:01:08
SELL-1763965655393-001842,TRADER-0342,FOREX,SELL,2.36,428,FR,2025-01-16 01:48:15
SELL-1763965655394-001961,TRADER-0461,CRYPTO,SELL,3634.75,2,US,2025-01-16 03:31:56
SELL-1763965655394-002254,TRADER-0254,FOREX,SELL,6.32,564,DE,2025-01-16 07:06:39
SELL-1763965655399-005022,TRADER-0022,FOREX,SELL,7.80,572,US,2025-01-17 15:55:16
SELL-1763965655390-000052,TRADER-0052,FOREX,SELL,2.00,43,DE,2025-01-15 05:06:44
SELL-1763965655391-000887,TRADER-0387,CRYPTO,SELL,1961.09,13,SG,2025-01-15 14:32:49
SELL-1763965655393-001770,TRADER-0270,CRYPTO,SELL,3188.75,13,FR,2025-01-16 01:04:00
SELL-1763965655396-003253,TRADER-0253,EQUITY,SELL,298.00,226,US,2025-01-16 18:43:35
SELL-1763965655395-002623,TRADER-0123,CRYPTO,SELL,4190.61,1,JP,2025-01-16 11:49:09
SELL-1763965655392-001400,TRADER-0400,FOREX,SELL,1.52,584,DE,2025-01-15 20:56:09
SELL-1763965655390-000157,TRADER-0157,CRYPTO,SELL,1500.00,40,UK,2025-01-15 05:45:11
SELL-1763965655398-004417,TRADER-0417,EQUITY,SELL,171.40,41,IN,2025-01-17 09:21:29
SELL-1763965655391-000538,TRADER-0038,EQUITY,SELL,258.99,145,IN,2025-01-15 10:06:46
SELL-1763965655395-002932,TRADER-0432,FOREX,SELL,6.84,53,JP,2025-01-16 15:26:03
SELL-1763965655395-002672,TRADER-0172,FOREX,SELL,6.90,683,US,2025-01-16 12:15:14
SELL-1763965655395-002966,TRADER-0466,CRYPTO,SELL,101.02,474,SG,2025-01-16 16:01:12
SELL-1763965655396-003029,TRADER-0029,EQUITY,SELL,104.34,573,IN,2025-01-16 16:08:14
SELL-1763965655394-002273,TRADER-0273,EQUITY,SELL,299.42,59,UK,2025-01-16 07:12:40
SELL-1763965655392-001203,TRADER-0203,CRYPTO,SELL,176.12,230,UK,2025-01-15 18:17:37
SELL-1763965655392-001121,TRADER-0121,FOREX,SELL,5.16,981,IN,2025-01-15 17:27:36
SELL-1763965655394-001998,TRADER-0498,EQUITY,SELL,414.94,191,UK,2025-01-16 04:21:20
SELL-1763965655390-000033,TRADER-0033,CRYPTO,SELL,3000.00,36,FR,2025-01-15 04:02:57
SELL-1763965655393-001442,TRADER-0442,EQUITY,SELL,424.44,78,DE,2025-01-15 21:01:16
SELL-1763965655393-001610,TRADER-0110,FOREX,SELL,5.86,536,JP,2025-01-15 23:48:35
SELL-1763965655398-004390,TRADER-0390,CRYPTO,SELL,327.49,26,FR,2025-01-17 09:10:05
SELL-1763965655390-000087,TRADER-0087,CRYPTO,SELL,1000.00,84,UK,2025-01-15 05:06:09
SELL-1763965655396-003301,TRADER-0301,FOREX,SELL,9.92,903,UK,2025-01-16 19:17:52
SELL-1763965655391-000757,TRADER-0257,EQUITY,SELL,75.77,543,IN,2025-01-15 12:38:15
SELL-1763965655396-003265,TRADER-0265,FOREX,SELL,3.61,624,US,2025-01-16 18:43:35
SELL-1763965655394-001946,TRADER-0446,EQUITY,SELL,221.11,200,FR,2025-01-16 02:51:32
SELL-1763965655398-004416,TRADER-0416,EQUITY,SELL,399.15,117,UK,2025-01-17 09:15:57
SELL-1763965655390-000099,TRADER-0099,CRYPTO,SELL,3000.00,57,JP,2025-01-15 05:38:20
SELL-1763965655391-000600,TRADER-0100,CRYPTO,SELL,3324.92,11,UK,2025-01-15 11:10:20
SELL-1763965655394-002415,TRADER-0415,EQUITY,SELL,255.62,251,JP,2025-01-16 09:13:51
SELL-1763965655391-000484,TRADER-0484,CRYPTO,SELL,1500.00,100,DE,2025-01-15 09:21:53
SELL-1763965655397-003524,TRADER-0024,EQUITY,SELL,370.39,11,SG,2025-01-16 21:54:57
SELL-1763965655395-002954,TRADER-0454,EQUITY,SELL,132.41,501,DE,2025-01-16 15:54:31
SELL-1763965655398-004500,TRADER-0000,CRYPTO,SELL,4314.69,6,IN,2025-01-17 10:08:09
SELL-1763965655394-001962,TRADER-0462,CRYPTO,SELL,676.65,53,FR,2025-01-16 03:35:26
SELL-1763965655392-000961,TRADER-0461,CRYPTO,SELL,2071.05,6,SG,2025-01-15 15:35:06
SELL-1763965655395-002637,TRADER-0137,FOREX,SELL,2.14,491,JP,2025-01-16 12:05:19
SELL-1763965655399-005093,TRADER-0093,FOREX,SELL,5.70,244,DE,2025-01-17 16:56:14
SELL-1763965655395-002936,TRADER-0436,EQUITY,SELL,320.28,224,SG,2025-01-16 15:13:53
SELL-1763965655394-001971,TRADER-0471,FOREX,SELL,7.62,200,IN,2025-01-16 03:53:17
SELL-1763965655398-004247,TRADER-0247,FOREX,SELL,9.60,900,SG,2025-01-17 07:00:25
SELL-1763965655393-001778,TRADER-0278,EQUITY,SELL,168.55,521,SG,2025-01-16 01:37:34
SELL-1763965655390-000088,TRADER-0088,EQUITY,SELL,150.00,103,DE,2025-01-15 04:48:24
SELL-1763965655391-000866,TRADER-0366,FOREX,SELL,7.46,19,UK,2025-01-15 14:25:43
SELL-1763965655394-002331,TRADER-0331,CRYPTO,SELL,2925.75,8,IN,2025-01-16 07:36:02
SELL-1763965655396-003028,TRADER-0028,CRYPTO,SELL,1173.97,2,FR,2025-01-16 16:10:09
SELL-1763965655397-003530,TRADER-0030,EQUITY,SELL,337.69,221,FR,2025-01-16 22:25:23
SELL-1763965655391-000566,TRADER-0066,CRYPTO,SELL,3222.55,1,JP,2025-01-15 11:15:07
SELL-1763965655399-005010,TRADER-0010,FOREX,SELL,3.13,746,SG,2025-01-17 16:11:47
SELL-1763965655398-004253,TRADER-0253,FOREX,SELL,7.38,589,SG,2025-01-17 07:19:34
SELL-1763965655398-004271,TRADER-0271,CRYPTO,SELL,1482.59,5,US,2025-01-17 07:16:17
SELL-1763965655395-002663,TRADER-0163,EQUITY,SELL,185.26,261,US,2025-01-16 12:20:11
SELL-1763965655393-001716,TRADER-0216,EQUITY,SELL,223.91,265,FR,2025-01-16 00:40:59
SELL-1763965655398-004439,TRADER-0439,EQUITY,SELL,258.67,349,JP,2025-01-17 09:27:34
SELL-1763965655393-001484,TRADER-0484,CRYPTO,SELL,3616.88,6,US,2025-01-15 21:47:49
SELL-1763965655397-003923,TRADER-0423,EQUITY,SELL,405.80,39,DE,2025-01-17 03:01:48
SELL-1763965655393-001799,TRADER-0299,FOREX,SELL,9.13,389,UK,2025-01-16 01:29:35
SELL-1763965655397-003549,TRADER-0049,EQUITY,SELL,414.75,10,FR,2025-01-16 22:49:16
SELL-1763965655393-001608,TRADER-0108,CRYPTO,SELL,2350.57,18,JP,2025-01-15 22:54:20
SELL-1763965655398-004404,TRADER-0404,CRYPTO,SELL,4845.36,3,JP,2025-01-17 08:41:32
SELL-1763965655399-004680,TRADER-0180,FOREX,SELL,5.73,415,DE,2025-01-17 11:52:03
SELL-1763965655394-001977,TRADER-0477,FOREX,SELL,1.74,18,FR,2025-01-16 03:43:35
SELL-1763965655391-000480,TRADER-0480,FOREX,SELL,2.50,57,JP,2025-01-15 09:51:57
SELL-1763965655394-002022,TRADER-0022,EQUITY,SELL,206.96,194,FR,2025-01-16 04:24:11
SELL-1763965655392-001122,TRADER-0122,FOREX,SELL,3.46,935,FR,2025-01-15 16:58:43
SELL-1763965655393-001846,TRADER-0346,CRYPTO,SELL,2023.40,6,UK,2025-01-16 02:25:07
SELL-1763965655398-004455,TRADER-0455,EQUITY,SELL,280.32,171,UK,2025-01-17 09:05:07
SELL-1763965655394-001983,TRADER-0483,EQUITY,SELL,384.06,147,FR,2025-01-16 03:56:09
SELL-1763965655394-002011,TRADER-0011,CRYPTO,SELL,1743.02,28,JP,2025-01-16 03:58:32
SELL-1763965655391-000651,TRADER-0151,CRYPTO,SELL,1726.91,13,IN,2025-01-15 12:00:18
SELL-1763965655391-000742,TRADER-0242,CRYPTO,SELL,3249.53,2,US,2025-01-15 13:12:52
SELL-1763965655397-003589,TRADER-0089,FOREX,SELL,9.44,786,UK,2025-01-16 22:51:25
SELL-1763965655399-004530,TRADER-0030,FOREX,SELL,3.15,287,IN,2025-01-17 09:53:22
SELL-1763965655392-001004,TRADER-0004,CRYPTO,SELL,3794.13,3,US,2025-01-15 15:40:22
SELL-1763965655399-004604,TRADER-0104,FOREX,SELL,4.34,970,SG,2025-01-17 11:44:08
SELL-1763965655398-004413,TRADER-0413,FOREX,SELL,9.12,886,DE,2025-01-17 08:52:05
SELL-1763965655392-000906,TRADER-0406,EQUITY,SELL,350.81,32,FR,2025-01-15 14:41:13
SELL-1763965655398-004414,TRADER-0414,EQUITY,SELL,320.65,243,IN,2025-01-17 09:19:27
SELL-1763965655396-003080,TRADER-0080,CRYPTO,SELL,486.44,23,DE,2025-01-16 17:20:58
SELL-1763965655394-002000,TRADER-0000,EQUITY,SELL,180.70,76,DE,2025-01-16 03:35:28
SELL-1763965655397-003984,TRADER-0484,FOREX,SELL,6.46,249,DE,2025-01-17 04:16:07
SELL-1763965655390-000139,TRADER-0139,FOREX,SELL,3.50,83,US,2025-01-15 06:02:32
SELL-1763965655395-002715,TRADER-0215,EQUITY,SELL,205.92,139,FR,2025-01-16 12:49:15
SELL-1763965655399-004542,TRADER-0042,EQUITY,SELL,260.60,239,JP,2025-01-17 10:17:17
SELL-1763965655391-000643,TRADER-0143,EQUITY,SELL,323.34,205,SG,2025-01-15 11:18:54
SELL-1763965655397-003992,TRADER-0492,CRYPTO,SELL,2890.69,1,IN,2025-01-17 04:09:51
SELL-1763965655397-003568,TRADER-0068,FOREX,SELL,6.35,744,IN,2025-01-16 22:46:39
SELL-1763965655391-000843,TRADER-0343,EQUITY,SELL,329.20,155,DE,2025-01-15 13:54:27
SELL-1763965655391-000505,TRADER-0005,EQUITY,SELL,325.81,104,FR,2025-01-15 10:22:11
SELL-1763965655395-002669,TRADER-0169,EQUITY,SELL,170.44,300,SG,2025-01-16 11:58:22
SELL-1763965655397-003664,TRADER-0164,CRYPTO,SELL,243.56,189,FR,2025-01-16 23:53:36
SELL-1763965655390-000085,TRADER-0085,FOREX,SELL,2.00,53,UK,2025-01-15 04:43:11
SELL-1763965655395-002652,TRADER-0152,EQUITY,SELL,175.75,294,DE,2025-01-16 11:21:51
SELL-1763965655393-001859,TRADER-0359,FOREX,SELL,3.72,190,DE,2025-01-16 02:15:34
SELL-1763965655394-002017,TRADER-0017,FOREX,SELL,2.34,978,SG,2025-01-16 04:12:14
SELL-1763965655395-002650,TRADER-0150,CRYPTO,SELL,3632.47,11,US,2025-01-16 11:31:48
SELL-1763965655397-003601,TRADER-0101,FOREX,SELL,2.29,34,UK,2025-01-16 23:36:42
SELL-1763965655393-001874,TRADER-0374,EQUITY,SELL,137.33,292,IN,2025-01-16 02:09:31
SELL-1763965655398-004393,TRADER-0393,FOREX,SELL,8.82,340,US,2025-01-17 08:41:39
SELL-1763965655393-001939,TRADER-0439,FOREX,SELL,7.77,60,DE,2025-01-16 02:54:39
SELL-1763965655399-004557,TRADER-0057,CRYPTO,SELL,160.60,15,SG,2025-01-17 10:29:30
SELL-1763965655392-001190,TRADER-0190,CRYPTO,SELL,1147.95,24,US,2025-01-15 18:03:20
SELL-1763965655395-002526,TRADER-0026,CRYPTO,SELL,4349.73,7,SG,2025-01-16 10:44:56
SELL-1763965655396-003273,TRADER-0273,FOREX,SELL,5.42,151,IN,2025-01-16 18:52:40
SELL-1763965655392-001253,TRADER-0253,CRYPTO,SELL,2715.18,13,UK,2025-01-15 19:27:11
SELL-1763965655396-003272,TRADER-0272,FOREX,SELL,2.40,392,IN,2025-01-16 18:49:26
SELL-1763965655395-002550,TRADER-0050,CRYPTO,SELL,4464.24,5,FR,2025-01-16 10:45:37
SELL-1763965655394-002420,TRADER-0420,FOREX,SELL,4.21,454,US,2025-01-16 09:15:41
SELL-1763965655392-000896,TRADER-0396,EQUITY,SELL,191.68,304,JP,2025-01-15 15:01:50
SELL-1763965655399-004706,TRADER-0206,CRYPTO,SELL,4777.38,8,DE,2025-01-17 12:37:18
SELL-1763965655393-001843,TRADER-0343,FOREX,SELL,5.66,848,FR,2025-01-16 02:36:17
SELL-1763965655396-003343,TRADER-0343,CRYPTO,SELL,330.73,3,SG,2025-01-16 20:31:58
SELL-1763965655391-000523,TRADER-0023,CRYPTO,SELL,847.14,36,FR,2025-01-15 10:23:12
SELL-1763965655393-001619,TRADER-0119,CRYPTO,SELL,3615.73,4,JP,2025-01-15 22:56:06
SELL-1763965655390-000267,TRADER-0267,CRYPTO,SELL,1500.00,107,US,2025-01-15 07:01:03
SELL-1763965655390-000195,TRADER-0195,FOREX,SELL,3.00,47,SG,2025-01-15 06:43:49
SELL-1763965655399-005026,TRADER-0026,CRYPTO,SELL,3939.16,6,JP,2025-01-17 16:46:48
SELL-1763965655394-001944,TRADER-0444,CRYPTO,SELL,3230.27,1,DE,2025-01-16 03:11:55
SELL-1763965655392-001051,TRADER-0051,EQUITY,SELL,275.58,282,IN,2025-01-15 16:33:30
SELL-1763965655396-003257,TRADER-0257,EQUITY,SELL,251.47,263,SG,2025-01-16 19:01:39
SELL-1763965655393-001485,TRADER-0485,EQUITY,SELL,178.38,72,UK,2025-01-15 21:57:03
SELL-1763965655397-003653,TRADER-0153,CRYPTO,SELL,2428.52,6,JP,2025-01-17 00:17:22
SELL-1763965655396-003403,TRADER-0403,EQUITY,SELL,339.04,126,JP,2025-01-16 20:40:15
SELL-1763965655392-001073,TRADER-0073,CRYPTO,SELL,486.43,2,US,2025-01-15 17:17:31
