orderId,traderId,tradeType,orderType,price,quantity,countryCode,timestamp
BUY-1763965650526-004601,TRADER-0101,CRYPTO,BUY,3704.20,1,SG,2025-01-17 11:29:34
BUY-1763965650520-000763,TRADER-0263,EQUITY,BUY,155.78,565,DE,2025-01-15 12:55:15
BUY-1763965650525-004078,TRADER-0078,FOREX,BUY,6.04,244,JP,2025-01-17 04:29:20
BUY-1763965650521-001315,TRADER-0315,EQUITY,BUY,253.76,361,DE,2025-01-15 19:34:56
BUY-1763965650524-003100,TRADER-0100,FOREX,BUY,1.84,285,US,2025-01-16 17:23:25
BUY-1763965650519-000282,TRADER-0282,FOREX,BUY,1.50,33,IN,2025-01-15 06:58:25
BUY-1763965650521-001361,TRADER-0361,FOREX,BUY,1.71,367,SG,2025-01-15 20:09:08
BUY-1763965650522-001622,TRADER-0122,EQUITY,BUY,478.51,103,DE,2025-01-15 23:04:41
BUY-1763965650520-000887,TRADER-0387,CRYPTO,BUY,3174.40,12,IN,2025-01-15 14:43:32
BUY-1763965650519-000439,TRADER-0439,FOREX,BUY,2.00,91,DE,2025-01-15 08:53:17
BUY-1763965650521-001446,TRADER-0446,CRYPTO,BUY,4168.92,2,SG,2025-01-15 21:36:25
BUY-1763965650526-004809,TRADER-0309,EQUITY,BUY,471.83,181,UK,2025-01-17 13:20:06
BUY-1763965650523-002851,TRADER-0351,FOREX,BUY,5.27,686,UK,2025-01-16 14:06:50
BUY-1763965650521-001239,TRADER-0239,FOREX,BUY,5.54,309,DE,2025-01-15 18:23:06
BUY-1763965650521-001440,TRADER-0440,FOREX,BUY,6.74,995,US,2025-01-15 21:16:21
BUY-1763965650526-004715,TRADER-0215,FOREX,BUY,2.11,398,IN,2025-01-17 12:22:06
BUY-1763965650523-002751,TRADER-0251,FOREX,BUY,2.75,216,JP,2025-01-16 13:06:58
BUY-1763965650523-002650,TRADER-0150,FOREX,BUY,4.32,911,DE,2025-01-16 11:22:28
BUY-1763965650526-004849,TRADER-0349,EQUITY,BUY,351.55,157,IN,2025-01-17 13:41:44
BUY-1763965650521-001242,TRADER-0242,CRYPTO,BUY,4257.32,6,FR,2025-01-15 18:27:46
BUY-1763965650519-000365,TRADER-0365,CRYPTO,BUY,1000.00,50,SG,2025-01-15 07:57:49
BUY-1763965650523-002578,TRADER-0078,CRYPTO,BUY,3686.93,1,FR,2025-01-16 10:56:13
BUY-1763965650519-000332,TRADER-0332,CRYPTO,BUY,3000.00,94,US,2025-01-15 07:48:44
BUY-1763965650524-003109,TRADER-0109,CRYPTO,BUY,3590.22,2,US,2025-01-16 17:22:06
BUY-1763965650524-003153,TRADER-0153,EQUITY,BUY,417.31,178,US,2025-01-16 18:12:59
BUY-1763965650524-003144,TRADER-0144,CRYPTO,BUY,1762.56,28,US,2025-01-16 17:47:00
BUY-1763965650523-002675,TRADER-0175,EQUITY,BUY,303.75,320,US,2025-01-16 11:43:24
BUY-1763965650525-004186,TRADER-0186,CRYPTO,BUY,4615.68,6,SG,2025-01-17 06:25:33
BUY-1763965650518-000141,TRADER-0141,FOREX,BUY,3.00,35,DE,2025-01-15 05:53:50
BUY-1763965650520-000787,TRADER-0287,EQUITY,BUY,451.39,31,SG,2025-01-15 13:27:43
BUY-1763965650520-000672,TRADER-0172,EQUITY,BUY,251.31,70,DE,2025-01-15 11:55:51
BUY-1763965650524-003166,TRADER-0166,FOREX,BUY,4.57,171,JP,2025-01-16 18:06:56
BUY-1763965650526-004802,TRADER-0302,FOREX,BUY,8.05,999,FR,2025-01-17 13:08:24
BUY-1763965650525-004361,TRADER-0361,CRYPTO,BUY,2210.59,8,DE,2025-01-17 08:10:21
BUY-1763965650524-003068,TRADER-0068,EQUITY,BUY,454.10,211,UK,2025-01-16 16:45:23
BUY-1763965650521-001600,TRADER-0100,CRYPTO,BUY,831.43,33,UK,2025-01-15 22:56:19
BUY-1763965650522-001781,TRADER-0281,EQUITY,BUY,482.58,67,SG,2025-01-16 01:15:32
BUY-1763965650525-004040,TRADER-0040,EQUITY,BUY,86.69,701,DE,2025-01-17 04:51:52
BUY-1763965650526-004686,TRADER-0186,EQUITY,BUY,335.79,37,DE,2025-01-17 12:17:17
BUY-1763965650521-001302,TRADER-0302,CRYPTO,BUY,426.61,52,UK,2025-01-15 19:19:37
BUY-1763965650526-004671,TRADER-0171,EQUITY,BUY,423.34,191,US,2025-01-17 12:25:49
BUY-1763965650526-004387,TRADER-0387,EQUITY,BUY,346.47,282,SG,2025-01-17 09:05:29
BUY-1763965650520-000908,TRADER-0408,EQUITY,BUY,441.65,107,FR,2025-01-15 14:27:40
BUY-1763965650525-004160,TRADER-0160,CRYPTO,BUY,1436.76,1,DE,2025-01-17 05:50:48
BUY-1763965650522-001640,TRADER-0140,EQUITY,BUY,424.49,235,FR,2025-01-16 00:03:27
BUY-1763965650521-001464,TRADER-0464,EQUITY,BUY,386.57,119,IN,2025-01-15 21:33:47
BUY-1763965650525-004149,TRADER-0149,EQUITY,BUY,385.99,168,JP,2025-01-17 05:41:00
BUY-1763965650523-002723,TRADER-0223,CRYPTO,BUY,4000.11,2,UK,2025-01-16 12:54:57
BUY-1763965650519-000468,TRADER-0468,EQUITY,BUY,150.00,15,SG,2025-01-15 09:08:05
BUY-1763965650521-001226,TRADER-0226,CRYPTO,BUY,3626.88,7,UK,2025-01-15 18:12:49
BUY-1763965650524-003115,TRADER-0115,CRYPTO,BUY,2759.80,10,DE,2025-01-16 17:20:54
BUY-1763965650521-001518,TRADER-0018,CRYPTO,BUY,491.94,27,SG,2025-01-15 22:00:36
BUY-1763965650518-000076,TRADER-0076,FOREX,BUY,2.50,12,DE,2025-01-15 05:22:56
BUY-1763965650523-002806,TRADER-0306,CRYPTO,BUY,115.61,184,IN,2025-01-16 14:09:57
BUY-1763965650523-002687,TRADER-0187,EQUITY,BUY,493.35,45,DE,2025-01-16 11:56:38
BUY-1763965650522-001790,TRADER-0290,FOREX,BUY,2.14,820,JP,2025-01-16 01:55:38
BUY-1763965650526-004800,TRADER-0300,FOREX,BUY,8.38,130,US,2025-01-17 14:05:29
BUY-1763965650521-001234,TRADER-0234,FOREX,BUY,5.98,349,JP,2025-01-15 19:02:16
BUY-1763965650521-001271,TRADER-0271,EQUITY,BUY,442.19,18,IN,2025-01-15 19:15:49
BUY-1763965650520-000883,TRADER-0383,CRYPTO,BUY,4911.29,1,DE,2025-01-15 14:45:11
BUY-1763965650523-002560,TRADER-0060,CRYPTO,BUY,1811.13,15,UK,2025-01-16 10:54:04
BUY-1763965650520-000797,TRADER-0297,CRYPTO,BUY,1710.22,13,UK,2025-01-15 13:26:55
BUY-1763965650524-002972,TRADER-0472,CRYPTO,BUY,4287.02,11,SG,2025-01-16 15:38:05
BUY-1763965650525-004144,TRADER-0144,EQUITY,BUY,106.74,925,UK,2025-01-17 05:37:09
BUY-1763965650518-000145,TRADER-0145,FOREX,BUY,3.50,25,JP,2025-01-15 05:29:18
BUY-1763965650525-003884,TRADER-0384,CRYPTO,BUY,3446.86,7,SG,2025-01-17 02:10:25
BUY-1763965650526-005007,TRADER-0007,EQUITY,BUY,484.86,154,IN,2025-01-17 15:45:36
BUY-1763965650525-004203,TRADER-0203,CRYPTO,BUY,1218.76,8,UK,2025-01-17 06:10:40
BUY-1763965650521-001506,TRADER-0006,FOREX,BUY,6.91,454,SG,2025-01-15 22:04:20
BUY-1763965650526-004823,TRADER-0323,FOREX,BUY,2.41,774,IN,2025-01-17 13:24:53
BUY-1763965650525-003820,TRADER-0320,CRYPTO,BUY,475.23,86,DE,2025-01-17 01:31:46
BUY-1763965650524-003078,TRADER-0078,CRYPTO,BUY,1493.43,9,FR,2025-01-16 16:55:55
BUY-1763965650524-003421,TRADER-0421,EQUITY,BUY,67.16,732,US,2025-01-16 21:16:19
BUY-1763965650523-002956,TRADER-0456,CRYPTO,BUY,2428.66,1,DE,2025-01-16 15:49:25
BUY-1763965650524-003398,TRADER-0398,FOREX,BUY,8.92,509,UK,2025-01-16 21:15:58
BUY-1763965650524-003194,TRADER-0194,FOREX,BUY,3.94,875,JP,2025-01-16 18:38:37
BUY-1763965650525-003966,TRADER-0466,EQUITY,BUY,79.22,444,JP,2025-01-17 03:42:43
BUY-1763965650524-003095,TRADER-0095,FOREX,BUY,5.03,793,UK,2025-01-16 17:12:00
BUY-1763965650526-004660,TRADER-0160,EQUITY,BUY,495.03,152,FR,2025-01-17 11:39:51
BUY-1763965650526-005043,TRADER-0043,CRYPTO,BUY,1724.94,5,DE,2025-01-17 16:48:47
BUY-1763965650521-001381,TRADER-0381,EQUITY,BUY,182.71,450,UK,2025-01-15 20:51:16
BUY-1763965650521-001163,TRADER-0163,CRYPTO,BUY,2514.29,9,SG,2025-01-15 17:31:49
BUY-1763965650521-001324,TRADER-0324,EQUITY,BUY,478.64,208,JP,2025-01-15 19:43:46
BUY-1763965650521-001343,TRADER-0343,FOREX,BUY,3.84,975,DE,2025-01-15 20:33:19
BUY-1763965650525-004193,TRADER-0193,EQUITY,BUY,344.25,210,US,2025-01-17 06:01:38
BUY-1763965650524-003322,TRADER-0322,FOREX,BUY,8.73,216,DE,2025-01-16 20:13:51
BUY-1763965650526-004987,TRADER-0487,EQUITY,BUY,70.79,143,IN,2025-01-17 16:00:40
BUY-1763965650522-001654,TRADER-0154,EQUITY,BUY,86.39,237,FR,2025-01-15 23:22:37
BUY-1763965650522-001657,TRADER-0157,FOREX,BUY,6.61,535,IN,2025-01-16 00:00:27
BUY-1763965650522-001612,TRADER-0112,FOREX,BUY,8.27,241,JP,2025-01-15 22:51:33
BUY-1763965650524-003449,TRADER-0449,CRYPTO,BUY,447.18,99,US,2025-01-16 20:55:07
BUY-1763965650520-000905,TRADER-0405,EQUITY,BUY,482.79,15,US,2025-01-15 14:29:58
BUY-1763965650526-004807,TRADER-0307,EQUITY,BUY,322.30,237,FR,2025-01-17 13:44:31
BUY-1763965650520-000762,TRADER-0262,CRYPTO,BUY,408.78,81,US,2025-01-15 13:22:16
BUY-1763965650521-001323,TRADER-0323,FOREX,BUY,1.67,638,JP,2025-01-15 19:58:56
BUY-1763965650519-000412,TRADER-0412,FOREX,BUY,3.50,27,IN,2025-01-15 09:17:10
BUY-1763965650522-001804,TRADER-0304,FOREX,BUY,8.03,717,FR,2025-01-16 02:07:30
BUY-1763965650524-003211,TRADER-0211,FOREX,BUY,1.06,753,DE,2025-01-16 19:01:42
BUY-1763965650521-001565,TRADER-0065,CRYPTO,BUY,4908.95,4,IN,2025-01-15 23:04:30
BUY-1763965650523-002913,TRADER-0413,EQUITY,BUY,426.19,159,JP,2025-01-16 15:26:57
BUY-1763965650522-001803,TRADER-0303,EQUITY,BUY,293.76,97,SG,2025-01-16 01:28:12
BUY-1763965650522-001821,TRADER-0321,EQUITY,BUY,241.79,372,SG,2025-01-16 02:06:52
BUY-1763965650520-000746,TRADER-0246,EQUITY,BUY,156.44,176,FR,2025-01-15 12:56:49
BUY-1763965650521-001594,TRADER-0094,EQUITY,BUY,299.24,74,SG,2025-01-15 22:59:13
BUY-1763965650521-001522,TRADER-0022,FOREX,BUY,6.04,606,UK,2025-01-15 22:44:43
BUY-1763965650526-004719,TRADER-0219,CRYPTO,BUY,3834.49,11,UK,2025-01-17 12:30:44
BUY-1763965650524-003363,TRADER-0363,CRYPTO,BUY,2214.61,19,SG,2025-01-16 20:28:19
BUY-1763965650521-001534,TRADER-0034,FOREX,BUY,2.88,381,IN,2025-01-15 22:02:10
BUY-1763965650519-000384,TRADER-0384,EQUITY,BUY,100.00,42,US,2025-01-15 08:47:50
BUY-1763965650521-001407,TRADER-0407,CRYPTO,BUY,2604.15,7,UK,2025-01-15 21:14:32
BUY-1763965650521-001133,TRADER-0133,CRYPTO,BUY,2148.71,5,DE,2025-01-15 17:35:04
BUY-1763965650521-001164,TRADER-0164,FOREX,BUY,1.30,814,FR,2025-01-15 18:05:42
BUY-1763965650524-003240,TRADER-0240,FOREX,BUY,9.14,206,JP,2025-01-16 18:23:30
BUY-1763965650523-002872,TRADER-0372,FOREX,BUY,8.73,618,SG,2025-01-16 14:35:47
BUY-1763965650521-001327,TRADER-0327,EQUITY,BUY,291.20,246,IN,2025-01-15 19:49:36
BUY-1763965650522-001819,TRADER-0319,FOREX,BUY,5.04,169,UK,2025-01-16 02:13:21
BUY-1763965650521-001400,TRADER-0400,FOREX,BUY,3.28,29,JP,2025-01-15 21:15:19
BUY-1763965650524-003375,TRADER-0375,CRYPTO,BUY,4220.62,6,DE,2025-01-16 20:20:55
BUY-1763965650521-001370,TRADER-0370,FOREX,BUY,7.92,111,FR,2025-01-15 20:31:29
BUY-1763965650524-003479,TRADER-0479,FOREX,BUY,7.23,261,DE,2025-01-16 21:44:10
BUY-1763965650521-001493,TRADER-0493,CRYPTO,BUY,2682.77,4,JP,2025-01-15 22:17:57
BUY-1763965650521-001368,TRADER-0368,EQUITY,BUY,472.80,190,DE,2025-01-15 20:05:00
BUY-1763965650519-000375,TRADER-0375,CRYPTO,BUY,1000.00,16,FR,2025-01-15 08:29:41
BUY-1763965650522-001883,TRADER-0383,FOREX,BUY,6.09,700,UK,2025-01-16 03:03:42
BUY-1763965650521-001484,TRADER-0484,EQUITY,BUY,135.42,651,IN,2025-01-15 21:30:40
BUY-1763965650525-004216,TRADER-0216,EQUITY,BUY,322.62,2,SG,2025-01-17 06:31:04
BUY-1763965650519-000270,TRADER-0270,CRYPTO,BUY,1000.00,73,US,2025-01-15 07:24:53
BUY-1763965650525-004383,TRADER-0383,CRYPTO,BUY,3631.88,8,FR,2025-01-17 08:39:32
BUY-1763965650519-000323,TRADER-0323,FOREX,BUY,2.00,28,FR,2025-01-15 07:42:19
BUY-1763965650524-002974,TRADER-0474,CRYPTO,BUY,2510.19,15,DE,2025-01-16 15:35:19
BUY-1763965650523-002860,TRADER-0360,EQUITY,BUY,83.59,289,IN,2025-01-16 14:37:20
BUY-1763965650521-001454,TRADER-0454,EQUITY,BUY,395.75,199,IN,2025-01-15 21:02:02
BUY-1763965650521-001156,TRADER-0156,EQUITY,BUY,168.08,529,DE,2025-01-15 17:22:54
BUY-1763965650526-004563,TRADER-0063,EQUITY,BUY,56.24,294,DE,2025-01-17 11:09:16
BUY-1763965650521-001198,TRADER-0198,CRYPTO,BUY,3913.37,8,FR,2025-01-15 18:09:07
BUY-1763965650524-003228,TRADER-0228,CRYPTO,BUY,1520.45,18,DE,2025-01-16 18:42:00
BUY-1763965650526-004833,TRADER-0333,EQUITY,BUY,309.34,140,JP,2025-01-17 14:28:14
BUY-1763965650524-003206,TRADER-0206,EQUITY,BUY,462.47,156,UK,2025-01-16 18:21:58
BUY-1763965650526-004967,TRADER-0467,CRYPTO,BUY,2764.35,9,DE,2025-01-17 15:45:49
BUY-1763965650521-001194,TRADER-0194,EQUITY,BUY,431.59,84,FR,2025-01-15 18:30:16
BUY-1763965650522-001904,TRADER-0404,CRYPTO,BUY,1955.19,12,SG,2025-01-16 02:57:50
BUY-1763965650522-001844,TRADER-0344,FOREX,BUY,1.97,91,JP,2025-01-16 02:36:48
BUY-1763965650523-002874,TRADER-0374,FOREX,BUY,4.85,124,US,2025-01-16 14:17:16
BUY-1763965650523-002951,TRADER-0451,EQUITY,BUY,250.99,103,SG,2025-01-16 15:28:28
BUY-1763965650520-000711,TRADER-0211,EQUITY,BUY,151.54,305,UK,2025-01-15 12:51:27
BUY-1763965650524-003156,TRADER-0156,CRYPTO,BUY,287.48,71,SG,2025-01-16 17:36:51
BUY-1763965650519-000334,TRADER-0334,FOREX,BUY,3.50,62,DE,2025-01-15 08:18:40
BUY-1763965650521-001510,TRADER-0010,EQUITY,BUY,179.07,95,US,2025-01-15 21:53:47
BUY-1763965650521-001344,TRADER-0344,EQUITY,BUY,374.00,22,DE,2025-01-15 19:48:29
BUY-1763965650526-005046,TRADER-0046,EQUITY,BUY,188.31,333,SG,2025-01-17 16:42:22
BUY-1763965650522-001820,TRADER-0320,EQUITY,BUY,288.50,227,IN,2025-01-16 01:33:20
BUY-1763965650524-003456,TRADER-0456,EQUITY,BUY,87.55,41,FR,2025-01-16 21:06:39
BUY-1763965650521-001478,TRADER-0478,CRYPTO,BUY,4401.34,10,US,2025-01-15 21:51:05
BUY-1763965650525-004345,TRADER-0345,FOREX,BUY,6.26,520,JP,2025-01-17 07:40:14
BUY-1763965650523-002631,TRADER-0131,EQUITY,BUY,70.94,307,UK,2025-01-16 11:38:53
BUY-1763965650521-001543,TRADER-0043,FOREX,BUY,1.02,865,JP,2025-01-15 22:42:31
BUY-1763965650526-004647,TRADER-0147,EQUITY,BUY,369.71,54,IN,2025-01-17 12:06:41
BUY-1763965650525-004363,TRADER-0363,CRYPTO,BUY,4849.77,7,FR,2025-01-17 08:31:32
BUY-1763965650523-002613,TRADER-0113,EQUITY,BUY,205.78,441,SG,2025-01-16 10:52:36
BUY-1763965650525-004085,TRADER-0085,CRYPTO,BUY,2346.36,7,FR,2025-01-17 04:59:39
BUY-1763965650524-003472,TRADER-0472,CRYPTO,BUY,1482.13,25,JP,2025-01-16 21:36:55
BUY-1763965650525-004174,TRADER-0174,FOREX,BUY,7.59,543,UK,2025-01-17 05:45:07
BUY-1763965650522-002095,TRADER-0095,FOREX,BUY,6.00,937,FR,2025-01-16 04:57:59
BUY-1763965650525-003926,TRADER-0426,FOREX,BUY,3.56,626,JP,2025-01-17 03:02:27
BUY-1763965650522-001925,TRADER-0425,CRYPTO,BUY,1206.51,12,FR,2025-01-16 03:09:16
BUY-1763965650521-001375,TRADER-0375,FOREX,BUY,2.45,93,UK,2025-01-15 20:16:58
BUY-1763965650524-003229,TRADER-0229,FOREX,BUY,7.82,88,UK,2025-01-16 18:21:50
BUY-1763965650524-003367,TRADER-0367,FOREX,BUY,3.39,236,US,2025-01-16 20:41:11
BUY-1763965650525-004370,TRADER-0370,CRYPTO,BUY,2791.28,7,US,2025-01-17 08:54:19
BUY-1763965650519-000285,TRADER-0285,EQUITY,BUY,100.00,98,FR,2025-01-15 07:16:26
BUY-1763965650521-001499,TRADER-0499,EQUITY,BUY,382.37,196,SG,2025-01-15 21:49:21
BUY-1763965650523-002880,TRADER-0380,CRYPTO,BUY,3004.28,14,FR,2025-01-16 14:42:55
BUY-1763965650522-001995,TRADER-0495,FOREX,BUY,5.74,529,SG,2025-01-16 03:52:35
BUY-1763965650522-001978,TRADER-0478,EQUITY,BUY,335.61,44,JP,2025-01-16 03:15:44
BUY-1763965650526-004873,TRADER-0373,CRYPTO,BUY,4955.12,4,FR,2025-01-17 14:38:12
BUY-1763965650524-003215,TRADER-0215,FOREX,BUY,3.43,591,FR,2025-01-16 18:56:48
BUY-1763965650525-004119,TRADER-0119,CRYPTO,BUY,1166.67,23,UK,2025-01-17 05:27:29
BUY-1763965650525-004158,TRADER-0158,CRYPTO,BUY,3208.71,6,UK,2025-01-17 05:52:36
BUY-1763965650526-004562,TRADER-0062,EQUITY,BUY,65.64,732,UK,2025-01-17 11:05:36
BUY-1763965650521-001200,TRADER-0200,EQUITY,BUY,112.28,711,SG,2025-01-15 18:11:20
BUY-1763965650521-001182,TRADER-0182,FOREX,BUY,3.42,495,UK,2025-01-15 18:30:28
BUY-1763965650525-004201,TRADER-0201,CRYPTO,BUY,4889.04,1,US,2025-01-17 06:01:25
BUY-1763965650524-003209,TRADER-0209,FOREX,BUY,3.55,966,US,2025-01-16 18:03:41
BUY-1763965650518-000080,TRADER-0080,FOREX,BUY,3.00,77,FR,2025-01-15 05:01:39
BUY-1763965650526-005040,TRADER-0040,FOREX,BUY,9.50,120,FR,2025-01-17 16:20:47
BUY-1763965650525-004211,TRADER-0211,FOREX,BUY,3.06,59,SG,2025-01-17 06:03:49
BUY-1763965650526-004746,TRADER-0246,CRYPTO,BUY,1012.28,18,DE,2025-01-17 13:01:11
BUY-1763965650524-002985,TRADER-0485,CRYPTO,BUY,2717.98,11,US,2025-01-16 15:55:19
BUY-1763965650525-003949,TRADER-0449,EQUITY,BUY,59.24,778,SG,2025-01-17 03:29:27
BUY-1763965650524-003101,TRADER-0101,FOREX,BUY,8.88,607,JP,2025-01-16 17:23:02
BUY-1763965650525-003875,TRADER-0375,EQUITY,BUY,357.29,220,US,2025-01-17 02:35:38
BUY-1763965650526-005076,TRADER-0076,EQUITY,BUY,299.67,85,US,2025-01-17 16:36:30
BUY-1763965650524-003371,TRADER-0371,FOREX,BUY,3.79,261,IN,2025-01-16 20:52:26
BUY-1763965650520-000658,TRADER-0158,CRYPTO,BUY,693.37,19,DE,2025-01-15 11:33:53
BUY-1763965650525-004161,TRADER-0161,EQUITY,BUY,242.00,340,UK,2025-01-17 05:45:24
BUY-1763965650522-001848,TRADER-0348,FOREX,BUY,1.47,558,UK,2025-01-16 02:20:34
BUY-1763965650524-003202,TRADER-0202,FOREX,BUY,8.48,661,JP,2025-01-16 18:42:29
BUY-1763965650519-000356,TRADER-0356,CRYPTO,BUY,2000.00,62,JP,2025-01-15 07:56:19
BUY-1763965650519-000405,TRADER-0405,EQUITY,BUY,300.00,57,IN,2025-01-15 08:26:10
BUY-1763965650524-003407,TRADER-0407,CRYPTO,BUY,2348.83,16,DE,2025-01-16 21:11:16
