OrderId,TraderId,TradeType,OrderType,Price,Quantity,RemainingQuantity,Status,Timestamp
BUY-1763965650521-001530,TRADER-0030,EQUITY,BUY,56.9,955,955,PENDING,2025-01-15 22:18:47.0
BUY-1763965650525-004218,TRADER-0218,EQUITY,BUY,85.77,825,825,PENDING,2025-01-17 06:13:20.0
BUY-1763965650521-001500,TRADER-0000,EQUITY,BUY,104.43,792,792,PENDING,2025-01-15 22:22:40.0
BUY-1763965650523-002674,TRADER-0174,FOREX,BUY,2.83,642,642,PENDING,2025-01-16 12:27:12.0
BUY-1763965650521-001218,TRADER-0218,EQUITY,BUY,97.8,388,388,PENDING,2025-01-15 19:01:07.0
BUY-1763965650526-005051,TRADER-0051,FOREX,BUY,3.78,666,666,PENDING,2025-01-17 16:42:08.0
BUY-1763965650524-003448,TRADER-0448,EQUITY,BUY,69.69,63,63,PENDING,2025-01-16 21:24:26.0
BUY-1763965650524-003271,TRADER-0271,EQUITY,BUY,102.43,370,370,PENDING,2025-01-16 18:55:52.0
BUY-1763965650526-004677,TRADER-0177,EQUITY,BUY,88.45,383,383,PENDING,2025-01-17 11:45:59.0
BUY-1763965650526-004697,TRADER-0197,EQUITY,BUY,59.38,902,902,PENDING,2025-01-17 12:50:01.0
BUY-1763965650521-001143,TRADER-0143,FOREX,BUY,2.43,804,804,PENDING,2025-01-15 17:52:32.0
BUY-1763965650519-000463,TRADER-0463,FOREX,BUY,3.0,54,54,PENDING,2025-01-15 09:53:42.0
BUY-1763965650525-004266,TRADER-0266,EQUITY,BUY,63.42,760,760,PENDING,2025-01-17 06:51:46.0
BUY-1763965650526-004655,TRADER-0155,EQUITY,BUY,110.78,227,227,PENDING,2025-01-17 11:58:20.0
BUY-1763965650521-001333,TRADER-0333,FOREX,BUY,2.67,583,583,PENDING,2025-01-15 20:09:34.0
BUY-1763965650526-005061,TRADER-0061,EQUITY,BUY,125.48,482,482,PENDING,2025-01-17 16:26:54.0
BUY-1763965650524-003365,TRADER-0365,FOREX,BUY,3.75,507,507,PENDING,2025-01-16 19:57:10.0
BUY-1763965650519-000336,TRADER-0336,FOREX,BUY,1.5,90,90,PENDING,2025-01-15 07:56:06.0
BUY-1763965650523-002377,TRADER-0377,EQUITY,BUY,84.45,150,150,PENDING,2025-01-16 08:14:55.0
BUY-1763965650523-002417,TRADER-0417,FOREX,BUY,1.24,10,10,PENDING,2025-01-16 08:31:12.0
BUY-1763965650524-003176,TRADER-0176,FOREX,BUY,2.68,124,124,PENDING,2025-01-16 17:42:13.0
BUY-1763965650525-004100,TRADER-0100,FOREX,BUY,3.13,763,763,PENDING,2025-01-17 04:57:31.0
BUY-1763965650522-001644,TRADER-0144,FOREX,BUY,1.98,973,973,PENDING,2025-01-15 23:31:34.0
BUY-1763965650526-004977,TRADER-0477,FOREX,BUY,3.14,354,354,PENDING,2025-01-17 15:46:54.0
BUY-1763965650524-003247,TRADER-0247,FOREX,BUY,2.72,290,290,PENDING,2025-01-16 18:56:47.0
BUY-1763965650524-003466,TRADER-0466,EQUITY,BUY,87.98,546,546,PENDING,2025-01-16 21:49:42.0
BUY-1763965650521-001222,TRADER-0222,EQUITY,BUY,108.81,514,514,PENDING,2025-01-15 18:48:35.0
BUY-1763965650525-004293,TRADER-0293,FOREX,BUY,1.21,468,468,PENDING,2025-01-17 07:46:50.0
BUY-1763965650525-003872,TRADER-0372,EQUITY,BUY,67.45,437,437,PENDING,2025-01-17 02:45:22.0
BUY-1763965650527-005133,TRADER-0133,EQUITY,BUY,73.81,104,104,PENDING,2025-01-17 17:21:36.0
BUY-1763965650522-002006,TRADER-0006,EQUITY,BUY,63.25,970,970,PENDING,2025-01-16 03:56:17.0
BUY-1763965650519-000394,TRADER-0394,FOREX,BUY,2.0,65,65,PENDING,2025-01-15 08:48:05.0
BUY-1763965650528-006360,TRADER-0360,FOREX,BUY,2.12,864,864,PENDING,2025-01-18 08:24:14.0
BUY-1763965650527-005557,TRADER-0057,FOREX,BUY,1.45,306,306,PENDING,2025-01-17 22:40:23.0
BUY-1763965650522-002246,TRADER-0246,CRYPTO,BUY,353.35,116,116,PENDING,2025-01-16 06:38:27.0
BUY-1763965650527-005640,TRADER-0140,EQUITY,BUY,78.51,90,90,PENDING,2025-01-18 00:08:11.0
BUY-1763965650527-005664,TRADER-0164,CRYPTO,BUY,105.91,61,61,PENDING,2025-01-17 23:44:27.0
BUY-1763965650527-005330,TRADER-0330,FOREX,BUY,1.77,1000,1000,PENDING,2025-01-17 20:19:30.0
BUY-1763965650523-002262,TRADER-0262,EQUITY,BUY,67.61,760,760,PENDING,2025-01-16 06:48:11.0
BUY-1763965650526-004482,TRADER-0482,EQUITY,BUY,78.21,45,45,PENDING,2025-01-17 09:29:11.0
BUY-1763965650523-002420,TRADER-0420,FOREX,BUY,1.16,273,273,PENDING,2025-01-16 08:59:45.0
BUY-1763965650524-003254,TRADER-0254,CRYPTO,BUY,282.29,171,171,PENDING,2025-01-16 19:30:34.0
BUY-1763965650522-001970,TRADER-0470,FOREX,BUY,3.05,346,346,PENDING,2025-01-16 03:35:09.0
BUY-1763965650521-001278,TRADER-0278,FOREX,BUY,1.15,109,109,PENDING,2025-01-15 19:00:10.0
BUY-1763965650527-005611,TRADER-0111,EQUITY,BUY,101.13,856,856,PENDING,2025-01-17 23:49:50.0
BUY-1763965650526-004627,TRADER-0127,FOREX,BUY,3.52,108,108,PENDING,2025-01-17 11:36:51.0
BUY-1763965650519-000465,TRADER-0465,FOREX,BUY,3.5,36,36,PENDING,2025-01-15 09:47:45.0
BUY-1763965650523-002541,TRADER-0041,FOREX,BUY,3.63,724,724,PENDING,2025-01-16 10:24:51.0
BUY-1763965650525-003908,TRADER-0408,EQUITY,BUY,52.49,202,202,PENDING,2025-01-17 02:47:59.0
BUY-1763965650527-005359,TRADER-0359,FOREX,BUY,3.32,421,421,PENDING,2025-01-17 20:09:34.0
BUY-1763965650529-007402,TRADER-0402,FOREX,BUY,2.65,44,44,PENDING,2025-01-18 21:05:16.0
BUY-1763965650524-003446,TRADER-0446,FOREX,BUY,2.0,561,561,PENDING,2025-01-16 21:31:57.0
BUY-1763965650523-002828,TRADER-0328,FOREX,BUY,2.88,36,36,PENDING,2025-01-16 14:02:58.0
BUY-1763965650528-006082,TRADER-0082,EQUITY,BUY,72.44,87,87,PENDING,2025-01-18 04:49:38.0
BUY-1763965650529-007449,TRADER-0449,EQUITY,BUY,108.29,798,798,PENDING,2025-01-18 21:29:39.0
BUY-1763965650527-005446,TRADER-0446,FOREX,BUY,1.04,751,751,PENDING,2025-01-17 21:18:32.0
BUY-1763965650522-001922,TRADER-0422,EQUITY,BUY,110.23,11,11,PENDING,2025-01-16 03:19:14.0
BUY-1763965650526-004731,TRADER-0231,FOREX,BUY,1.59,950,950,PENDING,2025-01-17 12:57:22.0
BUY-1763965650528-006094,TRADER-0094,FOREX,BUY,3.04,27,27,PENDING,2025-01-18 05:14:12.0
BUY-1763965650524-003312,TRADER-0312,EQUITY,BUY,121.27,501,501,PENDING,2025-01-16 19:18:35.0
BUY-1763965650528-006123,TRADER-0123,FOREX,BUY,2.33,271,271,PENDING,2025-01-18 05:55:28.0
BUY-1763965650529-007401,TRADER-0401,FOREX,BUY,2.33,252,252,PENDING,2025-01-18 20:56:42.0
BUY-1763965650527-005345,TRADER-0345,EQUITY,BUY,133.87,418,418,PENDING,2025-01-17 20:33:04.0
BUY-1763965650527-005448,TRADER-0448,EQUITY,BUY,53.23,365,365,PENDING,2025-01-17 20:58:20.0
BUY-1763965650529-007113,TRADER-0113,EQUITY,BUY,98.2,302,302,PENDING,2025-01-18 16:58:35.0
BUY-1763965650527-005504,TRADER-0004,EQUITY,BUY,60.19,126,126,PENDING,2025-01-17 22:17:47.0
BUY-1763965650529-007124,TRADER-0124,EQUITY,BUY,97.0,279,279,PENDING,2025-01-18 17:31:19.0
BUY-1763965650519-000436,TRADER-0436,FOREX,BUY,2.0,61,61,PENDING,2025-01-15 09:43:16.0
BUY-1763965650529-007460,TRADER-0460,FOREX,BUY,2.31,521,521,PENDING,2025-01-18 21:12:15.0
BUY-1763965650518-000125,TRADER-0125,FOREX,BUY,2.0,85,85,PENDING,2025-01-15 05:17:54.0
BUY-1763965650529-007223,TRADER-0223,FOREX,BUY,3.33,357,357,PENDING,2025-01-18 18:30:38.0
BUY-1763965650528-006140,TRADER-0140,FOREX,BUY,1.13,312,312,PENDING,2025-01-18 06:02:37.0
BUY-1763965650523-002907,TRADER-0407,FOREX,BUY,4.12,405,405,PENDING,2025-01-16 14:24:51.0
BUY-1763965650529-006656,TRADER-0156,FOREX,BUY,2.82,466,466,PENDING,2025-01-18 12:17:25.0
BUY-1763965650529-007109,TRADER-0109,EQUITY,BUY,71.42,231,231,PENDING,2025-01-18 17:25:40.0
BUY-1763965650522-001924,TRADER-0424,FOREX,BUY,3.0,324,324,PENDING,2025-01-16 03:32:10.0
BUY-1763965650519-000254,TRADER-0254,FOREX,BUY,2.0,93,93,PENDING,2025-01-15 07:06:35.0
BUY-1763965650529-006651,TRADER-0151,EQUITY,BUY,120.62,353,353,PENDING,2025-01-18 11:31:45.0
BUY-1763965650521-001083,TRADER-0083,FOREX,BUY,1.36,670,670,PENDING,2025-01-15 16:44:13.0
BUY-1763965650519-000304,TRADER-0304,FOREX,BUY,3.5,57,57,PENDING,2025-01-15 08:05:39.0
BUY-1763965650528-006244,TRADER-0244,FOREX,BUY,1.37,672,672,PENDING,2025-01-18 06:35:40.0
BUY-1763965650528-006095,TRADER-0095,FOREX,BUY,1.74,104,104,PENDING,2025-01-18 05:20:07.0
BUY-1763965650528-006274,TRADER-0274,FOREX,BUY,3.18,515,515,PENDING,2025-01-18 06:58:15.0
BUY-1763965650528-006394,TRADER-0394,FOREX,BUY,1.37,238,238,PENDING,2025-01-18 08:42:34.0
BUY-1763965650527-005328,TRADER-0328,FOREX,BUY,2.42,57,57,PENDING,2025-01-17 20:14:52.0
BUY-1763965650524-003287,TRADER-0287,FOREX,BUY,1.06,353,353,PENDING,2025-01-16 19:06:50.0
BUY-1763965650522-001950,TRADER-0450,FOREX,BUY,3.9,195,195,PENDING,2025-01-16 03:22:13.0
BUY-1763965650528-006336,TRADER-0336,CRYPTO,BUY,209.2,32,32,PENDING,2025-01-18 08:02:53.0
BUY-1763965650529-007305,TRADER-0305,FOREX,BUY,3.39,701,701,PENDING,2025-01-18 19:49:43.0
BUY-1763965650525-004152,TRADER-0152,EQUITY,BUY,57.24,492,492,PENDING,2025-01-17 05:39:46.0
BUY-1763965650524-003481,TRADER-0481,EQUITY,BUY,116.72,350,350,PENDING,2025-01-16 21:16:27.0
BUY-1763965650524-003105,TRADER-0105,FOREX,BUY,4.06,403,403,PENDING,2025-01-16 17:41:29.0
BUY-1763965650521-001489,TRADER-0489,EQUITY,BUY,76.29,254,254,PENDING,2025-01-15 21:23:48.0
BUY-1763965650528-006145,TRADER-0145,FOREX,BUY,3.84,307,307,PENDING,2025-01-18 05:36:37.0
BUY-1763965650524-003280,TRADER-0280,EQUITY,BUY,67.31,306,306,PENDING,2025-01-16 19:50:21.0
BUY-1763965650523-002512,TRADER-0012,EQUITY,BUY,100.11,466,466,PENDING,2025-01-16 10:04:13.0
BUY-1763965650524-003418,TRADER-0418,FOREX,BUY,1.67,491,491,PENDING,2025-01-16 20:54:40.0
BUY-1763965650529-006722,TRADER-0222,FOREX,BUY,3.46,729,729,PENDING,2025-01-18 12:56:00.0
BUY-1763965650521-001294,TRADER-0294,EQUITY,BUY,50.48,513,513,PENDING,2025-01-15 19:33:29.0
BUY-1763965650529-006731,TRADER-0231,FOREX,BUY,3.32,261,261,PENDING,2025-01-18 12:37:19.0
BUY-1763965650518-000098,TRADER-0098,FOREX,BUY,3.5,49,49,PENDING,2025-01-15 04:56:06.0
BUY-1763965650519-000326,TRADER-0326,FOREX,BUY,2.0,102,102,PENDING,2025-01-15 07:38:55.0
BUY-1763965650529-007128,TRADER-0128,FOREX,BUY,2.89,423,423,PENDING,2025-01-18 17:09:05.0
BUY-1763965650528-005891,TRADER-0391,FOREX,BUY,2.67,671,671,PENDING,2025-01-18 02:54:14.0
BUY-1763965650519-000366,TRADER-0366,FOREX,BUY,1.5,88,88,PENDING,2025-01-15 08:36:56.0
BUY-1763965650525-003881,TRADER-0381,FOREX,BUY,1.13,732,732,PENDING,2025-01-17 02:13:46.0
BUY-1763965650526-004509,TRADER-0009,EQUITY,BUY,105.44,146,146,PENDING,2025-01-17 10:32:26.0
BUY-1763965650519-000280,TRADER-0280,FOREX,BUY,3.0,92,92,PENDING,2025-01-15 07:26:48.0
BUY-1763965650526-004431,TRADER-0431,FOREX,BUY,3.37,298,298,PENDING,2025-01-17 09:39:02.0
BUY-1763965650523-002745,TRADER-0245,FOREX,BUY,1.62,531,531,PENDING,2025-01-16 12:28:59.0
BUY-1763965650528-006446,TRADER-0446,EQUITY,BUY,83.86,309,309,PENDING,2025-01-18 08:53:43.0
BUY-1763965650529-007385,TRADER-0385,FOREX,BUY,1.94,790,790,PENDING,2025-01-18 20:35:54.0
BUY-1763965650519-000486,TRADER-0486,FOREX,BUY,2.0,16,16,PENDING,2025-01-15 09:20:35.0
BUY-1763965650524-003007,TRADER-0007,FOREX,BUY,3.18,78,78,PENDING,2025-01-16 16:14:39.0
BUY-1763965650519-000391,TRADER-0391,FOREX,BUY,3.5,22,22,PENDING,2025-01-15 08:43:53.0
BUY-1763965650528-006382,TRADER-0382,FOREX,BUY,1.55,217,217,PENDING,2025-01-18 09:01:36.0
BUY-1763965650526-004650,TRADER-0150,EQUITY,BUY,126.3,540,540,PENDING,2025-01-17 11:37:48.0
BUY-1763965650528-006494,TRADER-0494,CRYPTO,BUY,333.0,87,87,PENDING,2025-01-18 09:34:33.0
BUY-1763965650526-004497,TRADER-0497,FOREX,BUY,3.48,690,690,PENDING,2025-01-17 10:09:52.0
BUY-1763965650529-006741,TRADER-0241,EQUITY,BUY,51.97,376,376,PENDING,2025-01-18 12:52:36.0
BUY-1763965650520-000893,TRADER-0393,EQUITY,BUY,126.53,281,281,PENDING,2025-01-15 14:49:28.0
BUY-1763965650529-007447,TRADER-0447,EQUITY,BUY,57.43,154,154,PENDING,2025-01-18 21:19:11.0
BUY-1763965650525-003919,TRADER-0419,FOREX,BUY,2.52,545,545,PENDING,2025-01-17 03:20:49.0
BUY-1763965650521-001508,TRADER-0008,FOREX,BUY,2.53,766,766,PENDING,2025-01-15 22:25:00.0
BUY-1763965650529-007464,TRADER-0464,FOREX,BUY,3.47,662,662,PENDING,2025-01-18 21:38:47.0
BUY-1763965650529-007399,TRADER-0399,FOREX,BUY,1.37,180,180,PENDING,2025-01-18 21:14:30.0
BUY-1763965650522-001952,TRADER-0452,FOREX,BUY,2.38,886,886,PENDING,2025-01-16 03:15:12.0
BUY-1763965650521-001070,TRADER-0070,FOREX,BUY,3.52,600,600,PENDING,2025-01-15 17:12:55.0
BUY-1763965650522-002243,TRADER-0243,CRYPTO,BUY,176.98,132,132,PENDING,2025-01-16 06:25:38.0
BUY-1763965650523-002867,TRADER-0367,FOREX,BUY,2.36,189,189,PENDING,2025-01-16 14:02:01.0
BUY-1763965650520-000963,TRADER-0463,EQUITY,BUY,77.96,602,602,PENDING,2025-01-15 15:21:31.0
BUY-1763965650526-004632,TRADER-0132,FOREX,BUY,1.32,300,300,PENDING,2025-01-17 11:17:02.0
BUY-1763965650523-002738,TRADER-0238,FOREX,BUY,2.33,295,295,PENDING,2025-01-16 12:22:29.0
BUY-1763965650525-003897,TRADER-0397,EQUITY,BUY,90.56,343,343,PENDING,2025-01-17 02:20:32.0
BUY-1763965650520-000913,TRADER-0413,CRYPTO,BUY,352.0,107,107,PENDING,2025-01-15 14:53:09.0
BUY-1763965650529-006680,TRADER-0180,FOREX,BUY,1.7,179,179,PENDING,2025-01-18 12:13:01.0
BUY-1763965650529-007218,TRADER-0218,EQUITY,BUY,97.28,468,468,PENDING,2025-01-18 18:52:02.0
BUY-1763965650528-006321,TRADER-0321,FOREX,BUY,3.83,141,141,PENDING,2025-01-18 08:00:35.0
BUY-1763965650528-006611,TRADER-0111,FOREX,BUY,4.12,692,692,PENDING,2025-01-18 11:07:59.0
BUY-1763965650524-003093,TRADER-0093,EQUITY,BUY,123.18,733,733,PENDING,2025-01-16 17:08:57.0
BUY-1763965650529-006792,TRADER-0292,FOREX,BUY,2.77,160,160,PENDING,2025-01-18 13:12:28.0
BUY-1763965650528-006231,TRADER-0231,EQUITY,BUY,78.26,541,541,PENDING,2025-01-18 06:56:55.0
BUY-1763965650519-000295,TRADER-0295,FOREX,BUY,2.5,16,16,PENDING,2025-01-15 07:16:12.0
BUY-1763965650529-007134,TRADER-0134,FOREX,BUY,4.04,748,748,PENDING,2025-01-18 17:28:40.0
BUY-1763965650522-001661,TRADER-0161,FOREX,BUY,2.69,225,225,PENDING,2025-01-15 23:56:25.0
BUY-1763965650529-007063,TRADER-0063,CRYPTO,BUY,280.81,25,25,PENDING,2025-01-18 16:54:00.0
BUY-1763965650528-006111,TRADER-0111,FOREX,BUY,2.54,31,31,PENDING,2025-01-18 05:20:00.0
BUY-1763965650526-004978,TRADER-0478,FOREX,BUY,4.12,709,709,PENDING,2025-01-17 16:03:49.0
BUY-1763965650519-000508,TRADER-0008,FOREX,BUY,4.05,170,170,PENDING,2025-01-15 10:17:35.0
BUY-1763965650528-005963,TRADER-0463,FOREX,BUY,1.15,448,448,PENDING,2025-01-18 03:42:29.0
BUY-1763965650522-002004,TRADER-0004,FOREX,BUY,2.87,167,167,PENDING,2025-01-16 04:23:29.0
BUY-1763965650527-005453,TRADER-0453,EQUITY,BUY,63.5,528,528,PENDING,2025-01-17 21:14:47.0
BUY-1763965650529-006657,TRADER-0157,CRYPTO,BUY,241.78,177,177,PENDING,2025-01-18 11:27:43.0
BUY-1763965650518-000097,TRADER-0097,FOREX,BUY,2.5,92,92,PENDING,2025-01-15 05:36:21.0
BUY-1763965650529-007302,TRADER-0302,FOREX,BUY,2.31,223,223,PENDING,2025-01-18 19:49:16.0
BUY-1763965650525-004082,TRADER-0082,FOREX,BUY,3.48,87,87,PENDING,2025-01-17 04:57:15.0
BUY-1763965650518-000126,TRADER-0126,FOREX,BUY,2.0,20,20,PENDING,2025-01-15 05:04:28.0
BUY-1763965650525-004111,TRADER-0111,EQUITY,BUY,54.29,942,942,PENDING,2025-01-17 05:05:02.0
BUY-1763965650529-007291,TRADER-0291,EQUITY,BUY,69.75,948,948,PENDING,2025-01-18 19:04:53.0
BUY-1763965650526-004903,TRADER-0403,FOREX,BUY,2.16,778,778,PENDING,2025-01-17 14:57:27.0
BUY-1763965650525-003937,TRADER-0437,FOREX,BUY,1.4,27,27,PENDING,2025-01-17 03:16:03.0
BUY-1763965650528-006472,TRADER-0472,CRYPTO,BUY,193.44,184,184,PENDING,2025-01-18 09:22:48.0
BUY-1763965650525-004225,TRADER-0225,EQUITY,BUY,126.59,334,334,PENDING,2025-01-17 06:23:19.0
BUY-1763965650527-005165,TRADER-0165,FOREX,BUY,3.95,601,601,PENDING,2025-01-17 17:34:31.0
BUY-1763965650525-004171,TRADER-0171,EQUITY,BUY,132.0,391,391,PENDING,2025-01-17 05:41:55.0
BUY-1763965650526-004921,TRADER-0421,FOREX,BUY,2.36,471,471,PENDING,2025-01-17 14:57:51.0
BUY-1763965650527-005646,TRADER-0146,FOREX,BUY,4.09,449,449,PENDING,2025-01-17 23:28:05.0
BUY-1763965650524-003656,TRADER-0156,FOREX,BUY,1.18,358,358,PENDING,2025-01-16 23:51:18.0
